payment_id,loan_id,bulan_ke,tanggal_jatuh_tempo,tanggal_bayar,jumlah_angsuran,jumlah_dibayar,denda,status_pembayaran,hari_keterlambatan
PAY0001044,LN000345,4,2025-08-20,2025-08-18,3600000,3600000,0,tepat waktu,0
PAY0001045,LN000345,5,2025-09-19,2025-09-18,3600000,3600000,0,On Time,0
PAY0001046,LN000346,1,2023-07-30,2023-07-30,1476000,1476000,0,On Time,0
PAY0001047,LN000346,2,2023-08-29,2023-08-24,1476000,Rp1476000,0,Tepat Waktu,0
PAY0001048,LN000346,3,2023-09-28,2023-09-24,Rp. 1476000,1476000,0,On Time,0
PAY0001049,LN000346,4,2023-10-28,2023-10-26,1476000,1476000,0,On Time,0
PAY0001050,LN000346,5,2023-11-27,2023-11-23,1476000,1476000,0,tepat waktu,0
PAY0001051,LN000346,6,2023-12-27,2023-12-26,1476000,IDR 1476000,0,Tepat Waktu,0
PAY0001052,LN000346,7,2024-01-26,2024-01-22,Rp1476000,1476000,0,TEPAT WAKTU,0
PAY0001053,LN000347,1,2024-10-10,2024-10-09,4865000,4865000,0,TEPAT WAKTU,0
PAY0001054,LN000347,2,2024-11-09,2024-11-06,4865000,4865000,0,Tepat Waktu,0
PAY0001055,LN000347,3,2024-12-09,2024-12-05,4865000,Rp 4865000,0,On Time,0
PAY0001056,LN000347,4,2025-01-08,2025-01-06,4865000,4865000,0,tepat waktu,0
PAY0001057,LN000347,5,2025-02-07,2025-02-07,Rp 4865000,Rp. 4865000,0,TEPAT WAKTU,0
PAY0001058,LN000348,1,2023-06-28,2023-06-27,3325000,3325000,0,Tepat Waktu,0
PAY0001059,LN000348,2,2023-07-28,2023-07-24,3325000,3325000,0,On Time,0
PAY0001060,LN000352,1,2023-07-26,2023-07-26,3932000,3932000,0,tepat waktu,0
PAY0001061,LN000352,2,2023-08-25,2023-08-25,3932000,3932000,0,TEPAT WAKTU,0
PAY0001062,LN000352,3,2023-09-24,2023-10-04,3932000,4117000,185000,TERLAMBAT,10
PAY0001063,LN000352,4,2023-10-24,2023-10-22,Rp. 3932000,3932000,0,tepat waktu,0
PAY0001064,LN000352,5,2023-11-23,2023-11-22,Rp 3932000,Rp 3932000,0,On Time,0
PAY0001065,LN000352,6,2023-12-23,2023-12-19,3932000,3932000,0,On Time,0
PAY0001066,LN000352,7,2024-01-22,2024-01-17,Rp 3932000,3932000,0,Tepat Waktu,0
PAY0001067,LN000352,8,2024-02-21,2024-03-25,Rp 3932000,4044000,112000,terlambat,33
PAY0001068,LN000352,9,2024-03-22,,3932000,0,309000,GAGAL BAYAR,71
PAY0001069,LN000352,10,2024-04-21,2024-05-31,Rp. 3932000,4002000,70000,Terlambat,40
PAY0001070,LN000352,11,2024-05-21,,3932000,Rp940000,372000,GAGAL BAYAR,129
PAY0001071,LN000352,12,2024-06-20,,IDR 3932000,1211000,328000,GAGAL BAYAR,62
PAY0001072,LN000355,1,2023-09-20,2023-09-15,Rp 8090000,Rp 8090000,0,tepat waktu,0
PAY0001073,LN000355,2,2023-10-20,2023-10-16,8090000,8090000,0,Tepat Waktu,0
PAY0001074,LN000357,1,2023-10-12,2023-10-09,Rp. 3312000,3312000,0,Tepat Waktu,0
PAY0001075,LN000357,2,2023-11-11,2023-11-19,3312000,3437000,125000,Late,8
PAY0001076,LN000357,3,2023-12-11,2023-12-10,3312000,3312000,0,TEPAT WAKTU,0
PAY0001077,LN000357,4,2024-01-10,2024-01-08,IDR 3312000,3312000,0,tepat waktu,0
PAY0001078,LN000357,5,2024-02-09,2024-02-08,Rp. 3312000,3312000,0,Tepat Waktu,0
PAY0001079,LN000361,1,2025-06-14,2025-06-09,Rp 15412000,15412000,0,tepat waktu,0
PAY0001080,LN000361,2,2025-07-14,2025-07-10,15412000,15412000,0,TEPAT WAKTU,0
PAY0001081,LN000361,3,2025-08-13,2025-09-19,15412000,15685000,273000,terlambat,37
PAY0001082,LN000361,4,2025-09-12,2025-09-09,Rp 15412000,15412000,0,On Time,0
PAY0001083,LN000361,5,2025-10-12,,15412000,IDR 5801000,1285000,Gagal Bayar,165
PAY0001084,LN000362,1,2023-08-30,2023-08-29,Rp 2639000,2639000,0,tepat waktu,0
PAY0001085,LN000362,2,2023-09-29,2023-11-02,2639000,Rp. 2689000,50000,terlambat,34
PAY0001086,LN000363,1,2024-09-12,2024-09-12,5551000,5551000,0,Tepat Waktu,0
PAY0001087,LN000363,2,2024-10-12,2024-10-11,5551000,5551000,0,On Time,0
PAY0001088,LN000363,3,2024-11-11,2024-11-08,Rp 5551000,5551000,0,tepat waktu,0
PAY0001089,LN000363,4,2024-12-11,2024-12-08,5551000,5551000,0,TEPAT WAKTU,0
PAY0001090,LN000363,5,2025-01-10,2025-01-06,IDR 5551000,5551000,0,On Time,0
PAY0001091,LN000363,6,2025-02-09,2025-02-09,5551000,5551000,0,On Time,0
PAY0001092,LN000363,7,2025-03-11,2025-03-08,5551000,5551000,0,Tepat Waktu,0
PAY0001093,LN000363,8,2025-04-10,2025-04-05,5551000,Rp 5551000,0,On Time,0
PAY0001094,LN000365,1,2024-11-28,2024-11-23,2126000,2126000,0,Tepat Waktu,0
PAY0001095,LN000365,2,2024-12-28,2024-12-28,2126000,2126000,0,On Time,0
PAY0001096,LN000365,3,2025-01-27,2025-01-27,Rp. 2126000,2126000,0,On Time,0
PAY0001097,LN000365,4,2025-02-26,2025-03-01,IDR 2126000,2175000,49000,terlambat,3
PAY0001098,LN000365,5,2025-03-28,2025-03-25,2126000,2126000,0,TEPAT WAKTU,0
PAY0001099,LN000365,6,2025-04-27,2025-04-25,2126000,2126000,0,On Time,0
PAY0001100,LN000365,7,2025-05-27,2025-05-23,2126000,2126000,0,Tepat Waktu,0
PAY0001101,LN000365,8,2025-06-26,2025-06-22,Rp 2126000,2126000,0,On Time,0
PAY0001102,LN000365,9,2025-07-26,2025-07-25,2126000,2126000,0,On Time,0
PAY0001103,LN000365,10,2025-08-25,2025-08-25,Rp 2126000,2126000,0,TEPAT WAKTU,0
PAY0001104,LN000365,11,2025-09-24,2025-09-22,2126000,Rp. 2126000,0,On Time,0
PAY0001105,LN000367,1,2025-06-02,2025-05-29,Rp 1177000,1177000,0,tepat waktu,0
PAY0001106,LN000367,2,2025-07-02,2025-07-01,1177000,1177000,0,TEPAT WAKTU,0
PAY0001107,LN000367,3,2025-08-01,2025-07-30,Rp 1177000,1177000,0,On Time,0
PAY0001108,LN000368,1,2024-10-13,2024-10-10,1106000,1106000,0,tepat waktu,0
PAY0001109,LN000368,2,2024-11-12,2024-11-10,1106000,1106000,0,tepat waktu,0
PAY0001110,LN000368,3,2024-12-12,2024-12-12,1106000,1106000,0,tepat waktu,0
PAY0001111,LN000368,4,2025-01-11,,1106000,IDR 0,96000,Gagal Bayar,79
PAY0001112,LN000368,5,2025-02-10,2025-02-05,1106000,1106000,0,On Time,0
PAY0001113,LN000368,6,2025-03-12,2025-03-09,1106000,Rp 1106000,0,Tepat Waktu,0
PAY0001114,LN000368,7,2025-04-11,2025-04-09,1106000,IDR 1106000,0,Tepat Waktu,0
PAY0001115,LN000370,1,2024-01-19,2024-01-18,17876000,17876000,0,tepat waktu,0
PAY0001116,LN000371,1,2025-05-11,2025-05-11,6472000,6472000,0,tepat waktu,0
PAY0001117,LN000371,2,2025-06-10,2025-06-09,6472000,6472000,0,Tepat Waktu,0
PAY0001118,LN000371,3,2025-07-10,2025-07-05,Rp6472000,6472000,0,TEPAT WAKTU,0
PAY0001119,LN000371,4,2025-08-09,2025-08-08,6472000,6472000,0,tepat waktu,0
PAY0001120,LN000371,5,2025-09-08,2025-09-03,6472000,6472000,0,TEPAT WAKTU,0
PAY0001121,LN000371,6,2025-10-08,2025-10-29,6472000,6604000,132000,terlambat,21
PAY0001122,LN000372,1,2025-05-19,2025-05-14,15217000,15217000,0,tepat waktu,0
PAY0001123,LN000372,2,2025-06-18,2025-06-16,Rp 15217000,15217000,0,Tepat Waktu,0
PAY0001124,LN000372,3,2025-07-18,2025-08-27,15217000,Rp15874000,657000,Late,40
PAY0001125,LN000372,4,2025-08-17,,15217000,Rp 0,1209000,Gagal Bayar,159
PAY0001126,LN000372,5,2025-09-16,2025-09-12,IDR 15217000,15217000,0,tepat waktu,0
PAY0001127,LN000372,6,2025-10-16,2025-11-03,15217000,Rp15843000,626000,Late,18
PAY0001128,LN000372,7,2025-11-15,2025-11-13,Rp15217000,15217000,0,tepat waktu,0
PAY0001129,LN000372,8,2025-12-15,,Rp15217000,5849000,897000,GAGAL BAYAR,67
PAY0001130,LN000372,9,2026-01-14,2026-02-04,Rp15217000,15400000,183000,terlambat,21
PAY0001131,LN000372,10,2026-02-13,,Rp15217000,2653000,954000,GAGAL BAYAR,54
PAY0001132,LN000373,1,2023-03-15,,Rp. 109000,45000,5000,GAGAL BAYAR,132
PAY0001133,LN000373,2,2023-04-14,2023-04-29,109000,111000,2000,Terlambat,15
PAY0001134,LN000373,3,2023-05-14,2023-06-05,109000,Rp. 114000,5000,Late,22
PAY0001135,LN000373,4,2023-06-13,2023-06-11,109000,109000,0,Tepat Waktu,0
PAY0001136,LN000373,5,2023-07-13,2023-07-12,109000,Rp109000,0,Tepat Waktu,0
PAY0001137,LN000373,6,2023-08-12,2023-08-11,109000,Rp109000,0,Tepat Waktu,0
PAY0001138,LN000373,7,2023-09-11,2023-09-08,109000,109000,0,Tepat Waktu,0
PAY0001139,LN000373,8,2023-10-11,2023-10-10,109000,109000,0,TEPAT WAKTU,0
PAY0001140,LN000373,9,2023-11-10,,109000,45000,8000,Gagal Bayar,137
PAY0001141,LN000373,10,2023-12-10,2024-01-18,109000,112000,3000,Late,39
PAY0001142,LN000373,11,2024-01-09,2024-01-08,Rp109000,109000,0,TEPAT WAKTU,0
PAY0001143,LN000373,12,2024-02-08,2024-02-04,109000,109000,0,Tepat Waktu,0
PAY0001144,LN000375,1,2025-07-10,2025-07-05,Rp 9762000,9762000,0,TEPAT WAKTU,0
PAY0001145,LN000375,2,2025-08-09,,9762000,Rp0,904000,Default,69
PAY0001146,LN000375,3,2025-09-08,2025-09-06,9762000,9762000,0,tepat waktu,0
PAY0001147,LN000375,4,2025-10-08,2025-10-07,9762000,Rp9762000,0,Tepat Waktu,0
PAY0001148,LN000375,5,2025-11-07,2025-12-15,Rp. 9762000,10188000,426000,Terlambat,38
PAY0001149,LN000381,1,2025-10-07,2025-10-06,Rp2113000,2113000,0,Tepat Waktu,0
PAY0001150,LN000381,2,2025-11-06,2025-11-02,2113000,2113000,0,TEPAT WAKTU,0
PAY0001151,LN000381,3,2025-12-06,2025-12-01,IDR 2113000,Rp. 2113000,0,Tepat Waktu,0
PAY0001152,LN000381,4,2026-01-05,2026-01-03,IDR 2113000,2113000,0,Tepat Waktu,0
PAY0001153,LN000383,1,2025-04-29,2025-04-26,1252000,1252000,0,TEPAT WAKTU,0
PAY0001154,LN000383,2,2025-05-29,,1252000,158000,123000,gagal bayar,46
PAY0001155,LN000383,3,2025-06-28,2025-07-15,Rp1252000,1287000,35000,TERLAMBAT,17
PAY0001156,LN000383,4,2025-07-28,,1252000,0,83000,gagal bayar,57
PAY0001157,LN000384,1,2024-03-31,2024-03-31,4189000,4189000,0,TEPAT WAKTU,0
PAY0001158,LN000384,2,2024-04-30,2024-04-26,4189000,Rp. 4189000,0,TEPAT WAKTU,0
PAY0001159,LN000384,3,2024-05-30,2024-05-30,4189000,4189000,0,Tepat Waktu,0
PAY0001160,LN000384,4,2024-06-29,2024-06-24,4189000,4189000,0,On Time,0
PAY0001161,LN000384,5,2024-07-29,2024-07-27,4189000,4189000,0,tepat waktu,0
PAY0001162,LN000384,6,2024-08-28,2024-08-26,4189000,4189000,0,TEPAT WAKTU,0
PAY0001163,LN000385,1,2023-04-10,2023-04-06,4376000,Rp4376000,0,tepat waktu,0
PAY0001164,LN000385,2,2023-05-10,2023-05-05,4376000,4376000,0,On Time,0
PAY0001165,LN000386,1,2023-07-18,2023-07-18,9854000,IDR 9854000,0,On Time,0
PAY0001166,LN000386,2,2023-08-17,2023-08-14,9854000,9854000,0,tepat waktu,0
PAY0001167,LN000388,1,2023-11-22,2023-11-21,1589000,1589000,0,Tepat Waktu,0
PAY0001168,LN000388,2,2023-12-22,2023-12-20,1589000,1589000,0,tepat waktu,0
PAY0001169,LN000388,3,2024-01-21,2024-01-17,1589000,1589000,0,Tepat Waktu,0
PAY0001170,LN000388,4,2024-02-20,2024-02-17,1589000,1589000,0,On Time,0
PAY0001171,LN000388,5,2024-03-21,2024-03-20,1589000,1589000,0,On Time,0
PAY0001172,LN000388,6,2024-04-20,2024-04-19,Rp 1589000,1589000,0,Tepat Waktu,0
PAY0001173,LN000388,7,2024-05-20,2024-05-17,1589000,1589000,0,On Time,0
PAY0001174,LN000389,1,2025-08-10,2025-09-15,14028000,14384000,356000,Terlambat,36
PAY0001175,LN000389,2,2025-09-09,,IDR 14028000,Rp0,1149000,GAGAL BAYAR,118
PAY0001176,LN000389,3,2025-10-09,2025-10-09,14028000,14028000,0,On Time,0
PAY0001177,LN000389,4,2025-11-08,2025-11-03,IDR 14028000,14028000,0,TEPAT WAKTU,0
PAY0001178,LN000389,5,2025-12-08,2025-12-04,14028000,Rp14028000,0,On Time,0
PAY0001179,LN000389,6,2026-01-07,,14028000,2981000,995000,Gagal Bayar,180
PAY0001180,LN000390,1,2023-04-18,2023-04-13,3049000,3049000,0,On Time,0
PAY0001181,LN000390,2,2023-05-18,2023-05-13,3049000,IDR 3049000,0,TEPAT WAKTU,0
PAY0001182,LN000390,3,2023-06-17,2023-06-16,3049000,3049000,0,tepat waktu,0
PAY0001183,LN000390,4,2023-07-17,2023-07-16,Rp. 3049000,3049000,0,On Time,0
PAY0001184,LN000390,5,2023-08-16,2023-08-15,3049000,3049000,0,tepat waktu,0
PAY0001185,LN000391,1,2024-01-03,2023-12-29,12714000,12714000,0,Tepat Waktu,0
PAY0001186,LN000391,2,2024-02-02,2024-03-03,12714000,IDR 13290000,576000,TERLAMBAT,30
PAY0001187,LN000391,3,2024-03-03,2024-02-29,12714000,12714000,0,tepat waktu,0
PAY0001188,LN000391,4,2024-04-02,2024-03-28,12714000,12714000,0,tepat waktu,0
PAY0001189,LN000391,5,2024-05-02,2024-04-29,Rp. 12714000,12714000,0,On Time,0
PAY0001190,LN000391,6,2024-06-01,2024-05-29,12714000,12714000,0,On Time,0
PAY0001191,LN000392,1,2025-07-11,2025-08-21,3789000,3879000,90000,terlambat,41
PAY0001192,LN000392,2,2025-08-10,2025-08-08,3789000,3789000,0,TEPAT WAKTU,0
PAY0001193,LN000392,3,2025-09-09,2025-09-04,Rp3789000,3789000,0,On Time,0
PAY0001194,LN000392,4,2025-10-09,2025-10-09,3789000,3789000,0,tepat waktu,0
PAY0001195,LN000392,5,2025-11-08,2025-11-06,3789000,3789000,0,On Time,0
PAY0001196,LN000392,6,2025-12-08,2025-12-03,3789000,3789000,0,tepat waktu,0
PAY0001197,LN000394,1,2024-12-16,2024-12-12,38475000,38475000,0,Tepat Waktu,0
PAY0001198,LN000394,2,2025-01-15,2025-01-13,38475000,38475000,0,Tepat Waktu,0
PAY0001199,LN000395,1,2025-05-29,2025-05-26,Rp. 2056000,2056000,0,TEPAT WAKTU,0
PAY0001200,LN000395,2,2025-06-28,2025-06-28,2056000,2056000,0,TEPAT WAKTU,0
PAY0001201,LN000395,3,2025-07-28,2025-07-23,2056000,2056000,0,On Time,0
PAY0001202,LN000395,4,2025-08-27,,2056000,0,141000,gagal bayar,148
PAY0001203,LN000395,5,2025-09-26,2025-09-23,2056000,2056000,0,On Time,0
PAY0001204,LN000398,1,2024-02-15,2024-03-18,1531000,Rp 1566000,35000,Terlambat,32
PAY0001205,LN000398,2,2024-03-16,2024-03-11,1531000,1531000,0,Tepat Waktu,0
PAY0001206,LN000398,3,2024-04-15,2024-04-13,Rp 1531000,Rp. 1531000,0,tepat waktu,0
PAY0001207,LN000398,4,2024-05-15,2024-05-12,Rp1531000,1531000,0,TEPAT WAKTU,0
PAY0001208,LN000398,5,2024-06-14,2024-06-09,Rp 1531000,Rp 1531000,0,tepat waktu,0
PAY0001209,LN000398,6,2024-07-14,2024-07-13,Rp 1531000,Rp. 1531000,0,TEPAT WAKTU,0
PAY0001210,LN000398,7,2024-08-13,2024-08-08,IDR 1531000,Rp 1531000,0,tepat waktu,0
PAY0001211,LN000398,8,2024-09-12,2024-09-10,Rp 1531000,1531000,0,Tepat Waktu,0
PAY0001212,LN000398,9,2024-10-12,2024-10-10,1531000,1531000,0,On Time,0
PAY0001213,LN000398,10,2024-11-11,2024-11-07,Rp 1531000,1531000,0,TEPAT WAKTU,0
PAY0001214,LN000401,1,2024-08-25,2024-08-22,2953000,2953000,0,Tepat Waktu,0
PAY0001215,LN000401,2,2024-09-24,2024-09-21,2953000,2953000,0,TEPAT WAKTU,0
PAY0001216,LN000401,3,2024-10-24,2024-10-20,2953000,Rp2953000,0,On Time,0
PAY0001217,LN000401,4,2024-11-23,2024-11-22,2953000,IDR 2953000,0,TEPAT WAKTU,0
PAY0001218,LN000401,5,2024-12-23,2025-01-19,2953000,Rp 3023000,70000,TERLAMBAT,27
PAY0001219,LN000401,6,2025-01-22,2025-01-22,2953000,2953000,0,tepat waktu,0
PAY0001220,LN000403,1,2024-10-06,2024-10-06,6147000,6147000,0,TEPAT WAKTU,0
PAY0001221,LN000407,1,2025-04-08,,IDR 15017000,0,902000,Gagal Bayar,174
PAY0001222,LN000407,2,2025-05-08,,15017000,0,904000,Gagal Bayar,89
PAY0001223,LN000407,3,2025-06-07,,15017000,Rp5728000,834000,gagal bayar,68
PAY0001224,LN000407,4,2025-07-07,2025-07-04,15017000,15017000,0,tepat waktu,0
PAY0001225,LN000407,5,2025-08-06,2025-08-21,15017000,15207000,190000,Terlambat,15
PAY0001226,LN000407,6,2025-09-05,2025-10-18,Rp 15017000,15651000,634000,Terlambat,43
PAY0001227,LN000407,7,2025-10-05,2025-10-04,15017000,15017000,0,On Time,0
PAY0001228,LN000407,8,2025-11-04,,15017000,0,1329000,GAGAL BAYAR,65
PAY0001229,LN000407,9,2025-12-04,,15017000,0,1338000,Gagal Bayar,138
PAY0001230,LN000407,10,2026-01-03,,15017000,5596000,970000,gagal bayar,145
PAY0001231,LN000407,11,2026-02-02,,15017000,IDR 4899000,873000,GAGAL BAYAR,34
PAY0001232,LN000408,1,2023-09-17,2023-09-16,Rp 2016000,2016000,0,Tepat Waktu,0
PAY0001233,LN000408,2,2023-10-17,2023-10-17,2016000,2016000,0,Tepat Waktu,0
PAY0001234,LN000408,3,2023-11-16,2023-11-12,2016000,2016000,0,tepat waktu,0
PAY0001235,LN000408,4,2023-12-16,2023-12-13,2016000,2016000,0,tepat waktu,0
PAY0001236,LN000408,5,2024-01-15,2024-01-10,2016000,2016000,0,Tepat Waktu,0
PAY0001237,LN000408,6,2024-02-14,2024-02-09,2016000,IDR 2016000,0,tepat waktu,0
PAY0001238,LN000408,7,2024-03-15,2024-03-13,2016000,2016000,0,TEPAT WAKTU,0
PAY0001239,LN000408,8,2024-04-14,2024-04-14,2016000,2016000,0,On Time,0
PAY0001240,LN000408,9,2024-05-14,2024-05-10,2016000,Rp. 2016000,0,TEPAT WAKTU,0
PAY0001241,LN000408,10,2024-06-13,2024-06-08,2016000,Rp. 2016000,0,Tepat Waktu,0
PAY0001242,LN000415,1,2023-09-25,2023-09-25,12479000,12479000,0,TEPAT WAKTU,0
PAY0001243,LN000417,1,2025-02-17,2025-02-15,8197000,8197000,0,tepat waktu,0
PAY0001244,LN000417,2,2025-03-19,2025-03-17,Rp 8197000,Rp8197000,0,On Time,0
PAY0001245,LN000417,3,2025-04-18,2025-04-17,8197000,Rp. 8197000,0,On Time,0
PAY0001246,LN000417,4,2025-05-18,2025-05-14,8197000,Rp8197000,0,TEPAT WAKTU,0
PAY0001247,LN000417,5,2025-06-17,2025-06-12,8197000,8197000,0,tepat waktu,0
PAY0001248,LN000417,6,2025-07-17,2025-07-17,8197000,IDR 8197000,0,Tepat Waktu,0
PAY0001249,LN000417,7,2025-08-16,2025-08-16,8197000,IDR 8197000,0,On Time,0
PAY0001250,LN000417,8,2025-09-15,2025-09-15,Rp 8197000,Rp. 8197000,0,On Time,0
PAY0001251,LN000417,9,2025-10-15,2025-10-13,8197000,8197000,0,TEPAT WAKTU,0
PAY0001252,LN000417,10,2025-11-14,2025-11-22,IDR 8197000,Rp 8330000,133000,Terlambat,8
PAY0001253,LN000417,11,2025-12-14,2025-12-10,8197000,8197000,0,tepat waktu,0
PAY0001254,LN000418,1,2025-01-22,2025-01-21,Rp. 1361000,Rp1361000,0,On Time,0
PAY0001255,LN000418,2,2025-02-21,2025-02-17,1361000,Rp. 1361000,0,tepat waktu,0
PAY0001256,LN000418,3,2025-03-23,2025-03-20,Rp. 1361000,1361000,0,tepat waktu,0
PAY0001257,LN000418,4,2025-04-22,2025-04-18,1361000,1361000,0,tepat waktu,0
PAY0001258,LN000419,1,2025-09-21,2025-09-19,25248000,25248000,0,On Time,0
PAY0001259,LN000419,2,2025-10-21,2025-10-17,25248000,25248000,0,TEPAT WAKTU,0
PAY0001260,LN000419,3,2025-11-20,2025-11-23,25248000,26090000,842000,TERLAMBAT,3
PAY0001261,LN000419,4,2025-12-20,2025-12-18,25248000,25248000,0,On Time,0
PAY0001262,LN000419,5,2026-01-19,2026-01-18,25248000,25248000,0,tepat waktu,0
PAY0001263,LN000419,6,2026-02-18,2026-02-15,25248000,25248000,0,TEPAT WAKTU,0
PAY0001264,LN000419,7,2026-03-20,2026-03-18,25248000,25248000,0,TEPAT WAKTU,0
PAY0001265,LN000419,8,2026-04-19,2026-05-10,25248000,Rp 26184000,936000,Terlambat,21
PAY0001266,LN000419,9,2026-05-19,2026-05-17,25248000,Rp 25248000,0,On Time,0
PAY0001267,LN000419,10,2026-06-18,2026-06-14,25248000,25248000,0,TEPAT WAKTU,0
PAY0001268,LN000419,11,2026-07-18,2026-07-16,25248000,Rp 25248000,0,tepat waktu,0
PAY0001269,LN000421,1,2025-06-28,2025-07-28,2216000,2238000,22000,Late,30
PAY0001270,LN000421,2,2025-07-28,,Rp 2216000,664000,116000,Default,169
PAY0001271,LN000421,3,2025-08-27,2025-08-28,2216000,IDR 2300000,84000,terlambat,1
PAY0001272,LN000421,4,2025-09-26,2025-09-29,Rp2216000,Rp. 2302000,86000,Late,3
PAY0001273,LN000421,5,2025-10-26,2025-12-06,Rp 2216000,2295000,79000,terlambat,41
PAY0001274,LN000421,6,2025-11-25,2025-12-03,2216000,IDR 2255000,39000,Terlambat,8
PAY0001275,LN000423,1,2023-06-01,2023-05-27,1062000,1062000,0,On Time,0
PAY0001276,LN000423,2,2023-07-01,,IDR 1062000,0,101000,Gagal Bayar,126
PAY0001277,LN000423,3,2023-07-31,2023-08-19,1062000,1094000,32000,Terlambat,19
PAY0001278,LN000425,1,2025-06-13,2025-06-12,11402000,11402000,0,TEPAT WAKTU,0
PAY0001279,LN000425,2,2025-07-13,2025-07-09,11402000,11402000,0,TEPAT WAKTU,0
PAY0001280,LN000425,3,2025-08-12,2025-08-07,11402000,IDR 11402000,0,TEPAT WAKTU,0
PAY0001281,LN000425,4,2025-09-11,2025-09-06,11402000,11402000,0,Tepat Waktu,0
PAY0001282,LN000425,5,2025-10-11,2025-10-09,IDR 11402000,11402000,0,TEPAT WAKTU,0
PAY0001283,LN000425,6,2025-11-10,2025-11-06,11402000,11402000,0,TEPAT WAKTU,0
PAY0001284,LN000427,1,2025-01-21,2025-01-21,1349000,Rp 1349000,0,Tepat Waktu,0
PAY0001285,LN000427,2,2025-02-20,2025-02-18,1349000,1349000,0,Tepat Waktu,0
PAY0001286,LN000428,1,2025-04-25,2025-04-21,4818000,IDR 4818000,0,Tepat Waktu,0
PAY0001287,LN000428,2,2025-05-25,2025-05-21,4818000,4818000,0,Tepat Waktu,0
PAY0001288,LN000430,1,2026-01-27,2026-01-25,4546000,4546000,0,On Time,0
PAY0001289,LN000430,2,2026-02-26,2026-02-26,4546000,4546000,0,TEPAT WAKTU,0
PAY0001290,LN000430,3,2026-03-28,2026-03-23,4546000,4546000,0,tepat waktu,0
PAY0001291,LN000430,4,2026-04-27,2026-04-22,4546000,4546000,0,TEPAT WAKTU,0
PAY0001292,LN000430,5,2026-05-27,2026-05-27,4546000,Rp. 4546000,0,TEPAT WAKTU,0
PAY0001293,LN000430,6,2026-06-26,2026-07-29,4546000,4625000,79000,TERLAMBAT,33
PAY0001294,LN000435,1,2024-08-13,2024-08-10,3048000,Rp. 3048000,0,TEPAT WAKTU,0
PAY0001295,LN000435,2,2024-09-12,2024-09-10,3048000,3048000,0,Tepat Waktu,0
PAY0001296,LN000435,3,2024-10-12,2024-10-08,IDR 3048000,3048000,0,On Time,0
PAY0001297,LN000435,4,2024-11-11,2024-11-11,3048000,3048000,0,On Time,0
PAY0001298,LN000435,5,2024-12-11,2024-12-11,3048000,3048000,0,Tepat Waktu,0
PAY0001299,LN000436,1,2023-09-09,2023-09-27,20280000,20574000,294000,terlambat,18
PAY0001300,LN000436,2,2023-10-09,,20280000,0,1399000,GAGAL BAYAR,110
PAY0001301,LN000436,3,2023-11-08,2023-11-19,20280000,20876000,596000,terlambat,11
PAY0001302,LN000436,4,2023-12-08,,20280000,0,1846000,GAGAL BAYAR,129
PAY0001303,LN000436,5,2024-01-07,2024-02-04,20280000,21202000,922000,Late,28
PAY0001304,LN000436,6,2024-02-06,2024-02-08,20280000,20492000,212000,Terlambat,2
PAY0001305,LN000436,7,2024-03-07,2024-03-09,20280000,21231000,951000,Late,2
PAY0001306,LN000436,8,2024-04-06,,20280000,4740000,1222000,GAGAL BAYAR,96
PAY0001307,LN000436,9,2024-05-06,,20280000,0,1221000,GAGAL BAYAR,121
PAY0001308,LN000436,10,2024-06-05,,20280000,Rp 2718000,1917000,Gagal Bayar,165
PAY0001309,LN000436,11,2024-07-05,,IDR 20280000,0,1136000,GAGAL BAYAR,89
PAY0001310,LN000440,1,2024-10-14,2024-10-28,980000,Rp. 998000,18000,Terlambat,14
PAY0001311,LN000440,2,2024-11-13,2024-11-10,Rp 980000,980000,0,Tepat Waktu,0
PAY0001312,LN000440,3,2024-12-13,2024-12-09,980000,980000,0,tepat waktu,0
PAY0001313,LN000440,4,2025-01-12,2025-01-08,980000,980000,0,Tepat Waktu,0
PAY0001314,LN000440,5,2025-02-11,2025-02-16,980000,Rp. 997000,17000,Terlambat,5
PAY0001315,LN000440,6,2025-03-13,2025-03-23,Rp 980000,997000,17000,TERLAMBAT,10
PAY0001316,LN000440,7,2025-04-12,2025-04-07,IDR 980000,980000,0,On Time,0
PAY0001317,LN000440,8,2025-05-12,2025-05-08,Rp980000,980000,0,TEPAT WAKTU,0
PAY0001318,LN000440,9,2025-06-11,2025-06-11,980000,980000,0,TEPAT WAKTU,0
PAY0001319,LN000440,10,2025-07-11,,980000,Rp. 0,83000,GAGAL BAYAR,77
PAY0001320,LN000440,11,2025-08-10,2025-08-07,Rp 980000,Rp980000,0,tepat waktu,0
PAY0001321,LN000441,1,2025-12-24,2026-01-09,1124000,IDR 1157000,33000,Terlambat,16
PAY0001322,LN000441,2,2026-01-23,2026-01-23,1124000,1124000,0,On Time,0
PAY0001323,LN000441,3,2026-02-22,2026-03-16,1124000,1167000,43000,terlambat,22
PAY0001324,LN000441,4,2026-03-24,2026-03-22,1124000,IDR 1124000,0,tepat waktu,0
PAY0001325,LN000441,5,2026-04-23,2026-04-27,1124000,1139000,15000,Late,4
PAY0001326,LN000441,6,2026-05-23,2026-06-28,1124000,Rp. 1152000,28000,Terlambat,36
PAY0001327,LN000441,7,2026-06-22,2026-06-19,Rp 1124000,Rp 1124000,0,tepat waktu,0
