loan_id,applicant_id,tujuan_pinjaman,jumlah_pinjaman,tenor_bulan,suku_bunga_persen,angsuran_bulanan,tanggal_pengajuan,status_persetujuan,skor_kredit,agunan,nilai_agunan,flag_default
LN000243,APP00191,  Renovasi Rumah,137100000,36,13.8,4672000,2025-09-28,Ditolak,3,Tidak,0,
LN000244,APP00192,Konsumtif,17600000,12,6.22,1517000,2024-01-31,Approved,1,Tidak,0,0
LN000245,APP00192,Kredit Multiguna,49900000,24,7.57,2247000,2025-10-23,DISETUJUI,1,Ya,94100000,0
LN000246,APP00193,  KPR  ,1763500000,120,7.91,21312000,2023-10-11,DALAM PROSES,3,Ya,2241600000,
LN000247,APP00194,Pendidikan,IDR 21000000,36,13.1,709000,2023-11-16,Approved,3,Tidak,0,0
LN000248,APP00195,Renovasi Rumah,247600000,36,16.52,8769000,2024-05-12,Ditolak,1,Tidak,0,
LN000249,APP00196,Kredit Multiguna,19900000,12,10.34,1753000,2025-08-21,DISETUJUI,1,Ya,39200000,0
LN000250,APP00196,Konsumtif,28800000,12,6.45,2485000,2023-11-24,disetujui,2,Tidak,0,0
LN000251,APP00197,KPR,IDR 1098700000,180,5.39,8913000,2025-04-09,Disetujui,1,Ya,2025100000,0
LN000252,APP00198,Renovasi Rumah,172100000,60,12.25,3850000,2024-12-23,DISETUJUI,1,Tidak,0,0
LN000253,APP00199,KPR,470700000,240,7.76,3867000,2024-11-12,disetujui,2,Ya,651800000,0
LN000254,APP00200,Kredit Multiguna,Rp 141000000,48,16.15,4007000,2024-01-28,ditolak,3,Ya,157300000,
LN000255,APP00201,  Modal Usaha,234900000,60,14.37,5511000,2023-10-19,dalam proses,2,Ya,449800000,
LN000256,APP00202,Konsumtif,14600000,12,13.79,1309000,2025-03-31,Disetujui,3,Tidak,0,1
LN000257,APP00203,KKB,232900000,12,7.24,20178000,2023-04-25,disetujui,4,Ya,257000000,0
LN000258,APP00203,KKB,255300000,24,14.47,12314000,2024-02-01,Ditolak,3,Ya,454800000,
LN000259,APP00204, Kredit Multiguna ,165200000,48,15.18,4613000,2023-10-28,Disetujui,4,Ya,176600000,0
LN000260,APP00205,Kredit Multiguna,49000000,60,8.03,994000,2025-08-06,Approved,1,Ya,65900000,0
LN000261,APP00205,Konsumtif,28500000,6,16.58,4982000,2023-10-25,Disetujui,1,Tidak,0,0
LN000262,APP00206, Kredit Multiguna ,123100000,60,12.19,2750000,2024-08-19,Approved,3,Ya,152500000,0
LN000263,APP00206,Kredit Tanpa Agunan,5900000,36,15.64,206000,2023-02-09,DITOLAK,4,Tidak,0,
LN000264,APP00207,Pendidikan,28700000,36,10.99,939000,2025-07-16,DITOLAK,3,Tidak,0,
LN000265,APP00207,KPR,Rp1148200000,60,15.54,27642000,2024-07-12,Approved,2,Ya,1549800000,0
LN000266,APP00208,Kredit Multiguna,156500000,36,7.02,4834000,2025-12-05,Disetujui,2,Ya,221500000,0
LN000267,APP00208,Kredit Tanpa Agunan,22300000,6,10.69,3833000,2023-01-03,DISETUJUI,4,Tidak,0,1
LN000268,APP00209,Kredit Tanpa Agunan,41400000,6,15.33,7212000,2023-06-02,Rejected,5,Tidak,0,
LN000269,APP00210,Pendidikan,90400000,12,6.88,7817000,2025-12-08,DISETUJUI,1,Tidak,0,0
LN000270,APP00210,Modal Usaha,220300000,36,6.08,6710000,2025-03-27,DITOLAK,1,Ya,335900000,
LN000271,APP00211,Konsumtif,2100000,24,6.54,94000,2023-01-03,Ditolak,3,Tidak,0,
LN000272,APP00212,KPR,1229800000,240,13.44,14795000,2023-04-23,Approved,1,Ya,1404400000,0
LN000273,APP00213,  Konsumtif,Rp 25500000,6,13.43,4418000,2024-08-24,Disetujui,3,Tidak,0,0
LN000274,APP00214, Konsumtif ,3700000,6,11.45,637000,2025-01-11,Approved,1,Tidak,0,0
LN000275,APP00215,Modal Usaha,397600000,24,5.43,17520000,2023-01-25,Pending,1,Ya,748100000,
LN000276,APP00216,Konsumtif,24600000,24,13.5,1175000,2024-11-14,Rejected,4,Tidak,0,
LN000277,APP00217,Renovasi Rumah,109700000,36,6.97,3386000,2024-06-12,Ditolak,1,Tidak,0,
LN000278,APP00218,Modal Usaha,256700000,36,5.51,7752000,2025-01-20,disetujui,4,Ya,263200000,0
LN000279,APP00219,Kredit Tanpa Agunan,Rp 31500000,36,9.93,1015000,2023-08-24,DITOLAK,4,Tidak,0,
LN000280,APP00219,Pendidikan,71600000,12,15.51,6480000,2025-07-26,Approved,3,Tidak,0,0
LN000281,APP00220,KKB,197700000,36,12.65,6628000,2023-03-13,DITOLAK,1,Ya,352600000,
LN000282,APP00221,Pendidikan,Rp. 64600000,36,8.45,2038000,2023-02-24,DITOLAK,2,Tidak,0,
LN000283,APP00222,  Pendidikan,24500000,48,14.58,677000,2023-08-12,DISETUJUI,1,Tidak,0,0
LN000284,APP00222,KKB,336800000,36,10.33,10920000,2025-05-18,dalam proses,3,Ya,539500000,
LN000285,APP00223,  Pendidikan  ,82400000,48,6.53,1955000,2024-03-05,Disetujui,3,Tidak,0,0
LN000286,APP00224,KPR,Rp 535400000,120,13.54,8166000,2025-05-07,DISETUJUI,1,Ya,1050100000,0
LN000287,APP00224,  Renovasi Rumah,108000000,60,16.98,2683000,2023-07-28,DITOLAK,1,Tidak,0,
LN000288,APP00225,Renovasi Rumah,170300000,60,8.97,3533000,2023-01-11,DISETUJUI,2,Tidak,0,0
LN000289,APP00226,Kredit Multiguna,31600000,36,10.59,1028000,2025-07-27,disetujui,1,Ya,27100000,0
LN000290,APP00227,Kredit Tanpa Agunan,46600000,36,12.67,1563000,2025-12-10,Approved,2,Tidak,0,0
LN000291,APP00228,KKB,176500000,36,5.06,5295000,2023-10-06,Ditolak,2,Ya,287700000,
LN000292,APP00228,Pendidikan,85800000,48,7.37,2069000,2025-07-18,disetujui,5,Tidak,0,0
LN000293,APP00229,KPR,438100000,120,15.92,7317000,2025-12-17,Disetujui,1,Ya,668000000,0
LN000294,APP00230,  KKB,243300000,48,12.21,6432000,2025-04-03,Approved,1,Ya,463700000,0
LN000295,APP00230,KPR  ,Rp 1611400000,240,9.36,14873000,2024-05-31,ditolak,4,Ya,3160500000,
LN000296,APP00231,Renovasi Rumah,149500000,24,5.69,6605000,2025-06-20,Pending,1,Tidak,0,
LN000297,APP00232,  Kredit Tanpa Agunan  ,Rp 47700000,12,8.7,4165000,2025-07-24,Dalam Proses,2,Tidak,0,
LN000298,APP00233,KKB,162600000,60,14.08,3790000,2025-10-03,Rejected,1,Ya,306500000,
LN000299,APP00234,Pendidikan,98500000,36,9.51,3156000,2025-11-11,DISETUJUI,2,Tidak,0,0
LN000300,APP00235,KPR,554900000,300,13.85,6616000,2023-12-27,Disetujui,1,Ya,558000000,0
LN000301,APP00236,Pendidikan,Rp. 87300000,36,10.07,2820000,2025-12-13,DITOLAK,1,Tidak,0,
LN000302,APP00236,Konsumtif,3200000,12,7.0,277000,2024-05-11,Approved,1,Tidak,0,0
LN000303,APP00237,Kredit Multiguna,Rp66300000,24,16.93,3276000,2024-03-01,Pending,5,Ya,94600000,
LN000304,APP00238,Konsumtif,Rp 20300000,12,6.77,1754000,2024-11-23,disetujui,1,Tidak,0,0
LN000305,APP00238,Kredit Multiguna,Rp 11700000,60,17.92,297000,2025-09-16,disetujui,1,Ya,13100000,0
LN000306,APP00239,Modal Usaha,462300000,24,8.46,21006000,2024-12-11,ditolak,3,Ya,912700000,
LN000307,APP00240,Kredit Tanpa Agunan,16600000,12,17.4,1517000,2023-09-22,Dalam Proses,4,Tidak,0,
LN000308,APP00241,Pendidikan,33600000,36,11.9,1114000,2025-08-20,disetujui,5,Tidak,0,0
LN000309,APP00242,Pendidikan,Rp. 65200000,12,9.06,5704000,2023-12-01,DITOLAK,1,Tidak,0,
LN000310,APP00243,Kredit Tanpa Agunan,40000000,12,17.75,3662000,2025-07-10,Dalam Proses,5,Tidak,0,
LN000311,APP00244,KKB,243100000,60,10.48,5223000,2024-08-07,Approved,3,Ya,262400000,0
LN000312,APP00245,  Renovasi Rumah  ,169500000,36,14.7,5851000,2025-06-02,disetujui,1,Tidak,0,0
LN000313,APP00246, Pendidikan ,52300000,48,16.93,1507000,2025-06-15,DISETUJUI,3,Tidak,0,0
LN000314,APP00247,Renovasi Rumah,Rp105700000,60,8.57,2172000,2025-09-26,Disetujui,3,Tidak,0,0
LN000315,APP00247,Modal Usaha,481400000,24,12.49,22771000,2023-03-01,Rejected,1,Ya,931200000,
LN000316,APP00248,Modal Usaha,Rp 153000000,36,10.52,4974000,2023-04-20,Disetujui,4,Ya,264700000,1
LN000317,APP00249,Modal Usaha,131000000,60,8.64,2697000,2024-02-09,Approved,2,Ya,125100000,0
LN000318,APP00250,Pendidikan,56100000,36,12.91,1888000,2025-01-23,DISETUJUI,4,Tidak,0,0
LN000319,APP00251,Pendidikan,Rp54400000,12,16.58,4951000,2024-10-25,Dalam Proses,1,Tidak,0,
LN000320,APP00252,Renovasi Rumah,295900000,36,16.38,10459000,2024-08-09,DALAM PROSES,2,Tidak,0,
LN000321,APP00253,Pendidikan,Rp 24200000,12,17.25,2210000,2025-12-20,DITOLAK,2,Tidak,0,
LN000322,APP00254,KKB,377600000,24,6.2,16770000,2025-02-05,disetujui,3,Ya,446900000,1
LN000323,APP00255, Kredit Tanpa Agunan ,46800000,24,11.02,2182000,2023-02-22,ditolak,3,Tidak,0,
LN000324,APP00256,Pendidikan,96700000,24,7.24,4340000,2023-07-07,Ditolak,3,Tidak,0,
LN000325,APP00256,Kredit Multiguna,Rp. 166400000,24,17.98,8306000,2025-06-12,Disetujui,3,Ya,291700000,1
LN000326,APP00257,KPR,976700000,120,9.6,12692000,2024-10-11,DITOLAK,1,Ya,812900000,
LN000327,APP00257,KKB,123200000,24,16.76,6077000,2024-10-27,disetujui,1,Ya,180400000,0
LN000328,APP00258,Modal Usaha,160700000,36,11.15,5273000,2024-02-18,Approved,3,Ya,248800000,0
LN000329,APP00258,KKB  ,149700000,48,8.11,3662000,2023-09-21,disetujui,1,Ya,124400000,0
LN000330,APP00259,Modal Usaha,41200000,12,8.77,3599000,2024-09-17,Ditolak,1,Ya,58900000,
LN000331,APP00260,Kredit Tanpa Agunan,25300000,24,7.05,1133000,2023-08-28,ditolak,1,Tidak,0,
LN000332,APP00261,Modal Usaha,123200000,36,10.1,3981000,2024-02-28,Disetujui,5,Ya,133100000,1
LN000333,APP00262,KKB  ,310000000,12,5.15,26560000,2024-03-21,Rejected,4,Ya,282300000,
LN000334,APP00262,  Renovasi Rumah,39200000,36,15.57,1370000,2023-03-03,disetujui,3,Tidak,0,0
LN000335,APP00263,Renovasi Rumah,Rp 217500000,60,5.36,4140000,2025-10-06,Approved,4,Tidak,0,0
LN000336,APP00264,Kredit Multiguna,106100000,48,6.98,2540000,2023-06-04,Rejected,3,Ya,111500000,
LN000337,APP00265,KKB,99800000,12,9.1,8732000,2025-06-19,Pending,5,Ya,194100000,
LN000338,APP00265,Modal Usaha,52400000,60,10.19,1118000,2025-08-03,Approved,1,Ya,80100000,0
LN000339,APP00266,Modal Usaha,482400000,24,17.83,24044000,2024-05-22,Disetujui,2,Ya,402900000,0
LN000340,APP00267,Konsumtif,4200000,12,13.53,376000,2025-05-11,Approved,1,Tidak,0,0
LN000341,APP00267,Pendidikan,IDR 76700000,48,8.81,1902000,2025-12-13,DITOLAK,3,Tidak,0,
LN000342,APP00268,KPR,1440800000,240,7.42,11537000,2025-12-10,DALAM PROSES,1,Ya,2089300000,
LN000343,APP00269,Pendidikan,47500000,12,7.75,4126000,2023-08-23,DALAM PROSES,5,Tidak,0,
LN000344,APP00270,Kredit Multiguna,73100000,48,11.44,1905000,2024-02-27,ditolak,2,Ya,93300000,
LN000345,APP00271,KPR,269900000,180,14.03,3600000,2025-04-22,Approved,2,Ya,316700000,0
LN000346,APP00271,Renovasi Rumah,72800000,60,8.0,1476000,2023-06-30,Approved,2,Tidak,0,0
LN000347,APP00272,KPR,461600000,180,9.66,4865000,2024-09-10,disetujui,1,Ya,784300000,0
LN000348,APP00273,Renovasi Rumah,Rp 135000000,60,16.59,3325000,2023-05-29,disetujui,2,Tidak,0,0
LN000349,APP00274,KKB,98000000,60,12.9,2225000,2025-03-29,Rejected,1,Ya,117500000,
LN000350,APP00274,Pendidikan,39700000,24,14.64,1918000,2025-10-22,dalam proses,2,Tidak,0,
LN000351,APP00275,KKB,193300000,12,7.58,16777000,2024-07-12,Rejected,1,Ya,384700000,
LN000352,APP00276,KPR,Rp. 219000000,120,17.9,3932000,2023-06-26,disetujui,5,Ya,344300000,1
LN000353,APP00276,Kredit Tanpa Agunan,44400000,36,16.79,1578000,2023-09-15,ditolak,3,Tidak,0,
LN000354,APP00277,Modal Usaha,307300000,36,13.56,10437000,2023-04-24,dalam proses,1,Ya,496300000,
LN000355,APP00278,KKB,268200000,36,5.43,8090000,2023-08-21,Disetujui,2,Ya,437700000,0
LN000356,APP00279,Renovasi Rumah,Rp. 166000000,24,16.33,8154000,2025-08-28,Rejected,1,Tidak,0,
LN000357,APP00280,Pendidikan,93700000,36,16.39,3312000,2023-09-12,Approved,1,Tidak,0,0
LN000358,APP00280,Kredit Tanpa Agunan,43700000,24,8.82,1993000,2023-06-23,DALAM PROSES,3,Tidak,0,
LN000359,APP00281,Kredit Multiguna,137400000,36,7.19,4254000,2023-01-16,Dalam Proses,1,Ya,269300000,
LN000360,APP00281,  Konsumtif  ,8900000,12,8.98,778000,2024-08-05,Ditolak,1,Tidak,0,
LN000361,APP00282,Modal Usaha,315700000,24,15.7,15412000,2025-05-15,Disetujui,3,Ya,482200000,0
LN000362,APP00282,KPR,394300000,240,5.17,2639000,2023-07-31,disetujui,3,Ya,449800000,0
LN000363,APP00283,Renovasi Rumah,IDR 182000000,36,6.17,5551000,2024-08-13,DISETUJUI,3,Tidak,0,0
LN000364,APP00284,Modal Usaha,363500000,24,11.28,16989000,2025-12-31,Ditolak,3,Ya,665700000,
LN000365,APP00284,Modal Usaha,45900000,24,10.39,2126000,2024-10-29,disetujui,3,Ya,89100000,0
LN000366,APP00285,KKB,Rp 498700000,60,16.25,12194000,2025-08-17,Dalam Proses,3,Ya,711200000,
LN000367,APP00285,Konsumtif,26400000,24,6.57,1177000,2025-05-03,Disetujui,1,Tidak,0,0
LN000368,APP00286,Modal Usaha,52400000,60,9.72,1106000,2024-09-13,DISETUJUI,3,Ya,96800000,0
LN000369,APP00286,Kredit Multiguna,74700000,48,18.0,2194000,2025-09-15,Dalam Proses,2,Ya,134900000,
LN000370,APP00287,KKB,389600000,24,9.43,17876000,2023-12-20,disetujui,1,Ya,352100000,0
LN000371,APP00288,Kredit Tanpa Agunan,37400000,6,12.99,6472000,2025-04-11,disetujui,1,Tidak,0,0
LN000372,APP00288,Modal Usaha  ,465000000,36,10.97,15217000,2025-04-19,Disetujui,3,Ya,745100000,1
LN000373,APP00289,Konsumtif,2300000,24,12.72,109000,2023-02-13,Approved,4,Tidak,0,0
LN000374,APP00290,Kredit Tanpa Agunan,43900000,12,7.13,3801000,2025-10-18,ditolak,3,Tidak,0,
LN000375,APP00290,Renovasi Rumah,290900000,36,12.72,9762000,2025-06-10,Approved,1,Tidak,0,0
LN000376,APP00291,Konsumtif,28800000,12,13.75,2582000,2024-07-04,Rejected,2,Tidak,0,
LN000377,APP00292,Renovasi Rumah,68200000,24,11.53,3195000,2025-07-03,Dalam Proses,1,Tidak,0,
LN000378,APP00293,Pendidikan,IDR 22800000,24,5.79,1008000,2025-06-14,dalam proses,2,Tidak,0,
LN000379,APP00294,  Kredit Tanpa Agunan,49500000,24,9.49,2273000,2025-01-30,Dalam Proses,1,Tidak,0,
LN000380,APP00295,Konsumtif  ,27300000,12,15.08,2465000,2023-03-22,ditolak,1,Tidak,0,
LN000381,APP00295,Kredit Multiguna,83000000,48,10.2,2113000,2025-09-07,Disetujui,1,Ya,136900000,0
LN000382,APP00296, Pendidikan ,33200000,48,14.4,914000,2025-04-15,ditolak,1,Tidak,0,
LN000383,APP00297,Kredit Multiguna,50100000,60,17.27,1252000,2025-03-30,disetujui,5,Ya,71300000,1
LN000384,APP00297,Konsumtif,24600000,6,7.42,4189000,2024-03-01,Disetujui,1,Tidak,0,0
LN000385,APP00298,  Renovasi Rumah  ,96500000,24,8.26,4376000,2023-03-11,disetujui,2,Tidak,0,0
LN000386,APP00299,  Modal Usaha,306400000,36,9.77,9854000,2023-06-18,Approved,3,Ya,572700000,0
LN000387,APP00300,  Pendidikan,97200000,12,11.21,8600000,2025-05-12,Rejected,2,Tidak,0,
LN000388,APP00301,Pendidikan,46200000,36,14.46,1589000,2023-10-23,disetujui,2,Tidak,0,0
LN000389,APP00302,KPR,894100000,120,14.27,14028000,2025-07-11,DISETUJUI,5,Ya,1754200000,1
LN000390,APP00303,Kredit Multiguna,151200000,60,7.77,3049000,2023-03-19,disetujui,2,Ya,286100000,0
LN000391,APP00304,KKB,422300000,36,5.3,12714000,2023-12-04,DISETUJUI,2,Ya,721700000,0
LN000392,APP00305,KPR,Rp 474400000,180,5.15,3789000,2025-06-11,Approved,4,Ya,749200000,0
LN000393,APP00305,Modal Usaha,IDR 179800000,60,10.43,3858000,2023-07-11,DALAM PROSES,4,Ya,268300000,
LN000394,APP00306,KKB  ,442300000,12,8.0,38475000,2024-11-16,Approved,1,Ya,603100000,0
LN000395,APP00307,Konsumtif,11900000,6,12.45,2056000,2025-04-29,disetujui,3,Tidak,0,0
LN000396,APP00308,  Pendidikan  ,48000000,36,10.39,1558000,2025-06-10,Rejected,3,Tidak,0,
LN000397,APP00309,KPR,521300000,60,5.2,9885000,2023-10-27,ditolak,5,Ya,1005100000,
LN000398,APP00310,Kredit Tanpa Agunan,49100000,36,7.66,1531000,2024-01-16,disetujui,3,Tidak,0,0
LN000399,APP00311,KKB,278800000,48,5.07,6429000,2023-07-16,Ditolak,1,Ya,226500000,
LN000400,APP00312,Modal Usaha,481100000,24,10.37,22283000,2024-09-15,dalam proses,2,Ya,828700000,
LN000401,APP00313,Pendidikan,87400000,36,13.19,2953000,2024-07-26,Disetujui,5,Tidak,0,0
LN000402,APP00314,  Konsumtif,5200000,12,8.8,454000,2025-01-19,Rejected,2,Tidak,0,
LN000403,APP00315,Renovasi Rumah,IDR 244700000,60,17.5,6147000,2024-09-06,Approved,2,Tidak,0,0
LN000404,APP00315,KPR,1798200000,180,6.7,15863000,2023-03-03,Rejected,2,Ya,2182500000,
LN000405,APP00316,Renovasi Rumah,261200000,60,6.18,5072000,2025-12-18,dalam proses,2,Tidak,0,
LN000406,APP00317,Pendidikan,Rp 10800000,48,11.61,282000,2024-03-14,ditolak,2,Tidak,0,
LN000407,APP00317,KPR,1298400000,300,13.38,15017000,2025-03-09,disetujui,4,Ya,2522500000,1
LN000408,APP00318,  Kredit Tanpa Agunan,IDR 44900000,24,7.3,2016000,2023-08-18,Approved,1,Tidak,0,0
LN000409,APP00319,KPR,650100000,180,16.28,9675000,2025-05-09,ditolak,2,Ya,520600000,
LN000410,APP00320,Renovasi Rumah,Rp. 256900000,36,10.97,8407000,2023-09-08,Ditolak,4,Tidak,0,
LN000411,APP00321,KPR,1820400000,120,14.45,28759000,2025-04-09,Ditolak,5,Ya,2660500000,
LN000412,APP00321,KPR,291100000,180,6.59,2550000,2025-12-03,Rejected,1,Ya,363100000,
LN000413,APP00322,Modal Usaha,296800000,36,9.1,9452000,2023-01-01,Ditolak,1,Ya,446200000,
LN000414,APP00323,KPR,347300000,120,16.12,5844000,2024-12-25,Pending,1,Ya,503700000,
LN000415,APP00324,KKB,370900000,36,12.9,12479000,2023-08-26,Disetujui,2,Ya,645800000,0
LN000416,APP00325,Modal Usaha,467400000,60,11.92,10378000,2023-06-16,DITOLAK,3,Ya,650100000,
LN000417,APP00326,Kredit Multiguna  ,170400000,24,14.19,8197000,2025-01-18,disetujui,4,Ya,279900000,0
LN000418,APP00327,Kredit Multiguna,29900000,24,8.63,1361000,2024-12-23,Disetujui,1,Ya,44100000,0
LN000419,APP00328,Modal Usaha,276600000,12,17.16,25248000,2025-08-22,Approved,2,Ya,337000000,0
LN000420,APP00328,Kredit Tanpa Agunan,12100000,6,13.98,2100000,2024-01-07,dalam proses,3,Tidak,0,
LN000421,APP00329,Kredit Tanpa Agunan  ,44700000,24,17.26,2216000,2025-05-29,Disetujui,3,Tidak,0,1
LN000422,APP00329,KKB,Rp 115200000,24,16.23,5653000,2024-04-16,DALAM PROSES,3,Ya,176300000,
LN000423,APP00330,Konsumtif,21500000,24,16.9,1062000,2023-05-02,Approved,1,Tidak,0,0
LN000424,APP00331,KKB,60800000,60,14.15,1419000,2023-08-09,DITOLAK,2,Ya,88600000,
LN000425,APP00332,KKB,125700000,12,15.95,11402000,2025-05-14,Disetujui,1,Ya,219100000,0
LN000426,APP00333,Kredit Tanpa Agunan,7900000,6,13.99,1371000,2025-10-20,dalam proses,1,Tidak,0,
LN000427,APP00334,Pendidikan,40400000,36,12.36,1349000,2024-12-22,Disetujui,2,Tidak,0,0
LN000428,APP00335,Kredit Multiguna,195800000,48,8.41,4818000,2025-03-26,Disetujui,2,Ya,317400000,0
LN000429,APP00336,Kredit Multiguna,173300000,36,6.02,5274000,2023-10-21,Rejected,3,Ya,199000000,
LN000430,APP00337,Kredit Multiguna,94900000,24,13.77,4546000,2025-12-28,Disetujui,2,Ya,120400000,0
LN000431,APP00337,KKB,259800000,36,11.44,8560000,2025-12-10,DALAM PROSES,2,Ya,354200000,
LN000432,APP00338,KPR,489400000,240,6.68,3701000,2025-07-02,Pending,1,Ya,837000000,
LN000433,APP00339,Modal Usaha,185600000,24,8.51,8437000,2025-03-30,Dalam Proses,2,Ya,289100000,
LN000434,APP00340, Pendidikan ,55800000,24,15.91,2730000,2025-10-02,Rejected,1,Tidak,0,
LN000435,APP00341,Modal Usaha,Rp 66600000,24,9.19,3048000,2024-07-14,DISETUJUI,1,Ya,65400000,0
LN000436,APP00341, Renovasi Rumah ,229600000,12,10.88,20280000,2023-08-10,disetujui,4,Tidak,0,1
LN000437,APP00342,KKB,IDR 151200000,12,11.7,13413000,2025-01-30,dalam proses,1,Ya,232100000,
LN000438,APP00343,Kredit Multiguna,IDR 43200000,12,12.86,3856000,2023-10-28,Dalam Proses,2,Ya,82100000,
LN000439,APP00344,Renovasi Rumah,60300000,36,16.21,2126000,2025-09-21,Rejected,1,Tidak,0,
LN000440,APP00344,Konsumtif,21900000,24,6.96,980000,2024-09-14,disetujui,1,Tidak,0,0
LN000441,APP00345,  Konsumtif,22900000,24,16.25,1124000,2025-11-24,Approved,1,Tidak,0,1
LN000442,APP00346,Renovasi Rumah,107300000,60,9.47,2252000,2025-08-06,DITOLAK,3,Tidak,0,
LN000443,APP00347,Konsumtif,17200000,12,15.09,1553000,2024-12-11,dalam proses,2,Tidak,0,
LN000444,APP00348,Konsumtif,Rp29600000,24,6.94,1324000,2024-09-28,Approved,1,Tidak,0,0
LN000445,APP00349,Kredit Multiguna,158600000,12,9.3,13892000,2024-05-26,Disetujui,2,Ya,232300000,0
LN000446,APP00349,Renovasi Rumah,257000000,60,11.15,5607000,2025-02-16,Pending,3,Tidak,0,
LN000447,APP00350,Konsumtif  ,4700000,24,13.65,225000,2023-04-24,ditolak,1,Tidak,0,
LN000448,APP00351, Kredit Tanpa Agunan ,42300000,24,12.85,2008000,2023-07-30,Disetujui,3,Tidak,0,1
LN000449,APP00352,Renovasi Rumah,Rp64100000,36,15.27,2231000,2024-06-23,DISETUJUI,3,Tidak,0,1
LN000450,APP00353,Kredit Tanpa Agunan,25500000,24,14.2,1227000,2024-09-30,Disetujui,1,Tidak,0,0
LN000451,APP00354, Pendidikan ,35400000,24,15.64,1727000,2024-07-20,Rejected,5,Tidak,0,
LN000452,APP00354,KPR,398100000,60,14.75,9419000,2024-02-26,DITOLAK,1,Ya,459200000,
LN000453,APP00355,Kredit Tanpa Agunan,47100000,6,14.54,8186000,2025-12-08,ditolak,4,Tidak,0,
LN000454,APP00355,KKB,246700000,60,12.68,5573000,2025-10-19,Rejected,1,Ya,326800000,
LN000455,APP00356,KPR,652400000,120,6.53,7418000,2023-12-09,DISETUJUI,4,Ya,773600000,0
LN000456,APP00356,Konsumtif,8900000,24,6.53,397000,2024-10-01,Rejected,4,Tidak,0,
LN000457,APP00357,Renovasi Rumah,266900000,60,14.4,6266000,2025-10-13,DISETUJUI,2,Tidak,0,0
LN000458,APP00358,KPR,1643600000,240,9.91,15763000,2023-10-13,disetujui,5,Ya,2996300000,1
LN000459,APP00359,Modal Usaha,481000000,60,16.25,11761000,2023-12-04,disetujui,3,Ya,824900000,1
LN000460,APP00360,KPR,842900000,180,13.37,10871000,2025-06-01,Rejected,3,Ya,711400000,
LN000461,APP00361,Renovasi Rumah,209100000,24,6.23,9289000,2024-02-19,DISETUJUI,4,Tidak,0,1
LN000462,APP00362,KKB,110400000,60,13.55,2543000,2025-06-05,Approved,1,Ya,122900000,0
LN000463,APP00363,KKB  ,304400000,12,8.99,26619000,2024-04-06,DITOLAK,1,Ya,590400000,
LN000464,APP00364,Pendidikan,79200000,36,12.45,2648000,2024-06-12,disetujui,3,Tidak,0,0
LN000465,APP00365,Kredit Tanpa Agunan,18000000,36,9.37,575000,2025-10-13,disetujui,2,Tidak,0,0
LN000466,APP00365,Pendidikan,IDR 80000000,48,5.93,1876000,2024-09-24,Disetujui,1,Tidak,0,0
LN000467,APP00366,Renovasi Rumah,116200000,60,15.23,2778000,2023-09-24,Disetujui,3,Tidak,0,1
LN000468,APP00366,Pendidikan,8700000,12,6.22,750000,2023-06-17,disetujui,1,Tidak,0,0
LN000469,APP00367,  Kredit Tanpa Agunan,21900000,36,13.04,738000,2023-06-02,Approved,2,Tidak,0,1
LN000470,APP00368,Kredit Tanpa Agunan,21800000,36,14.15,747000,2023-02-07,DISETUJUI,3,Tidak,0,0
LN000471,APP00369,Konsumtif,IDR 9500000,24,13.6,454000,2023-02-24,Approved,3,Tidak,0,0
LN000472,APP00369,Kredit Multiguna,19800000,60,13.78,458000,2023-08-31,Disetujui,1,Ya,20400000,0
LN000473,APP00370,Kredit Tanpa Agunan,43100000,36,17.75,1553000,2024-06-30,DALAM PROSES,3,Tidak,0,
LN000474,APP00371,Konsumtif,22700000,6,7.04,3861000,2025-09-28,Approved,1,Tidak,0,0
LN000475,APP00372,Modal Usaha,355700000,24,14.49,17161000,2025-04-27,Approved,5,Ya,465500000,1
LN000476,APP00373,KPR,1823900000,300,9.46,15885000,2025-08-29,DISETUJUI,1,Ya,2287500000,0
LN000477,APP00373, Modal Usaha ,394100000,24,17.91,19658000,2025-04-21,Approved,4,Ya,339400000,0
LN000478,APP00374,Pendidikan,84800000,48,15.51,2382000,2024-06-24,DITOLAK,2,Tidak,0,
LN000479,APP00375,Renovasi Rumah,Rp 257600000,12,9.54,22592000,2024-05-03,disetujui,2,Tidak,0,0
LN000480,APP00375,Renovasi Rumah,32600000,36,8.14,1024000,2025-10-11,Approved,3,Tidak,0,0
LN000481,APP00376,Modal Usaha,364500000,36,9.33,11647000,2023-02-25,Approved,4,Ya,444400000,0
LN000482,APP00377,Pendidikan,Rp35800000,24,7.58,1612000,2025-12-28,Approved,2,Tidak,0,0
LN000483,APP00378,Renovasi Rumah,43000000,36,15.55,1502000,2023-03-01,DISETUJUI,2,Tidak,0,1
LN000484,APP00379,  Kredit Tanpa Agunan,19700000,12,15.54,1783000,2024-06-11,ditolak,1,Tidak,0,
LN000485,APP00380,Modal Usaha,486700000,60,13.21,11126000,2025-06-03,Approved,4,Ya,929300000,0
LN000486,APP00381,KPR,731800000,120,16.06,12286000,2023-10-07,DALAM PROSES,1,Ya,1273700000,
